L,Full mission,A x A,B x B,A x B
3.670000000000000000e+02,1.577518009835444284e-03,-4.697631614974578061e-03,3.385845590302180574e-03,6.971512542049732378e-03
3.680000000000000000e+02,1.805100317051335293e-03,8.002780724888343064e-03,4.885337830174979988e-03,1.583146002642783247e-03
3.690000000000000000e+02,-8.308947928653022657e-05,-1.122380438614077429e-04,-2.634615334763417815e-03,2.950918283085741771e-03
3.700000000000000000e+02,1.617225086101489132e-03,2.523731756263013996e-03,4.317198926833282387e-03,-1.651568073851193783e-03
3.710000000000000000e+02,-6.538529847461648338e-04,-1.715949035994979166e-04,6.293469126707655972e-04,-1.709701014894424555e-03
3.720000000000000000e+02,1.256595848760629162e-03,3.957673150561284020e-03,-1.164186207193724197e-03,9.831280041881157797e-04
3.730000000000000000e+02,1.653953705019747984e-03,6.787873156276936527e-03,1.166391139876889280e-03,-5.220312407844420301e-06
3.740000000000000000e+02,-8.036932508922404322e-06,2.749473149611758420e-03,-1.005828046571944929e-03,-6.619273829092956135e-04
3.750000000000000000e+02,1.637967511248394903e-03,2.853992944301440935e-03,2.566754200328714638e-03,-1.232126114617376463e-04
3.760000000000000000e+02,-8.243267472585340304e-04,9.707911453133495627e-03,-3.106983686301276019e-03,-2.670670867365580389e-03
3.770000000000000000e+02,6.353923184572105032e-04,-3.653609705600734028e-03,-5.802056078783785799e-04,-1.082296032920830077e-03
3.780000000000000000e+02,1.726593250542247113e-03,2.901625607713545843e-03,2.188488565154087309e-04,-8.287456885120741577e-04
3.790000000000000000e+02,-3.280298199928602604e-04,-6.513261437386154429e-04,1.695623151141069547e-03,1.785320124228148130e-03
3.800000000000000000e+02,-1.837309590773612616e-04,7.938427413901997381e-03,-1.584875161919022807e-04,-3.051318433001103418e-04
3.810000000000000000e+02,-2.812358832105270800e-04,-3.251838936905241274e-03,3.849735351084037673e-03,3.577042591472582179e-03
3.820000000000000000e+02,-8.096998415922968158e-04,2.444255981909638012e-03,3.844330609274507118e-03,-1.844953806624757961e-03
3.830000000000000000e+02,1.656099635856602467e-03,4.494037510839578309e-03,3.038711666111824049e-03,2.944832006848631563e-03
3.840000000000000000e+02,-1.241175905662369062e-03,-1.050242642333708634e-05,2.838845592745778239e-03,-1.966367312667958479e-03
3.850000000000000000e+02,2.723656312501595428e-03,7.140130606277056077e-03,5.647593835331218490e-03,2.537248354376867455e-03
3.860000000000000000e+02,1.446886305000203137e-03,4.634903269251254218e-05,5.104557227102392465e-04,4.013986527763232191e-03
3.870000000000000000e+02,5.886217889026150018e-04,-4.229911720801783973e-04,5.297638663289391640e-03,3.023542978521168764e-03
3.880000000000000000e+02,1.340914434111220837e-03,-1.363267269484124723e-04,8.737605723162017099e-03,-3.891360591602212923e-03
3.890000000000000000e+02,-6.088233647302068469e-04,-4.231018100881406112e-04,-5.185061719565715530e-03,1.908207552212793593e-03
3.900000000000000000e+02,2.515722523056427781e-03,1.884001321044753013e-03,2.212785173804457904e-03,2.392917907929042055e-04
3.910000000000000000e+02,6.098581973255335319e-04,2.400530576220884921e-03,2.651420398879650482e-03,-6.995874142288182338e-04
3.920000000000000000e+02,7.798689169134986540e-04,3.384797206972757662e-03,3.803127185986105753e-04,-1.250042012715928174e-03
3.930000000000000000e+02,-1.598378479644928067e-03,1.018239683818251799e-03,-2.097532191763055998e-04,-3.472767219499229858e-03
3.940000000000000000e+02,2.333552788146748842e-04,-2.804110815628644768e-03,-1.710335851973268737e-03,2.021035769615099533e-03
3.950000000000000000e+02,-9.670840814884943369e-04,2.198659839424953102e-03,-2.820527742080001371e-03,-1.543139659313715181e-03
3.960000000000000000e+02,-1.555158471196034942e-03,2.576580827094030607e-03,-4.106570522887693572e-03,-1.310731529944623650e-03
3.970000000000000000e+02,1.263402738640638512e-03,-6.878454059674960278e-04,2.952592353563146185e-03,1.264271435992837074e-03
3.980000000000000000e+02,-1.122379660734770888e-03,-2.659032832708970763e-03,-3.288404967494306871e-03,-8.880927577806275747e-04
3.990000000000000000e+02,3.630212535743156717e-05,-6.441453213191974253e-04,1.425332707079372558e-03,-5.725942233234457279e-03
4.000000000000000000e+02,-7.722179610630976578e-04,-6.745942645067497245e-03,-1.540172677763637556e-03,4.805296928017625661e-04
4.010000000000000000e+02,-5.580597345548514790e-04,6.163495018341310847e-04,-5.141550876536065892e-03,-3.509483558847004679e-04
4.020000000000000000e+02,-4.579499305871877418e-04,-2.486882107303051148e-03,-2.572422729367526001e-03,8.307968115302697613e-05
4.030000000000000000e+02,4.068144381180159586e-03,2.153287961873756682e-03,-2.936823075371094646e-05,2.569131083052393193e-03
4.040000000000000000e+02,-1.625729370138384805e-03,-1.081237461160248353e-02,1.204069670941220003e-03,5.725942027083031054e-04
4.050000000000000000e+02,2.311392870414549251e-03,2.479957884510126248e-03,8.083149486747391067e-04,3.845191734187858052e-03
4.060000000000000000e+02,-4.162863090868429037e-04,-6.456443044025917538e-03,-1.251084754902494645e-03,-8.593552564510236261e-04
4.070000000000000000e+02,1.439516530668876306e-03,4.464198631536396913e-03,-1.690199531832839355e-03,1.071634961004273466e-03
4.080000000000000000e+02,5.974130511042437556e-04,1.012116772810827021e-03,5.160260607766499301e-03,-7.667594825653400049e-04
4.090000000000000000e+02,1.108584464344817503e-03,3.599510360638513186e-03,7.305866820129091645e-03,2.163552541781374981e-03
4.100000000000000000e+02,7.777726139926816008e-04,-2.479714659913891377e-03,-6.580115607854332069e-03,3.625655139043776256e-03
4.110000000000000000e+02,-1.959559217912174023e-04,3.088080024504551591e-03,-1.737983246333832041e-03,3.520148679877076799e-03
4.120000000000000000e+02,1.923981409838140810e-03,-3.774483404800732349e-03,-2.869239229866694246e-05,1.718881877314065157e-03
4.130000000000000000e+02,-2.448550179182128195e-03,-3.199156393930349153e-03,1.843468928863149607e-03,-1.429637514886958902e-03
4.140000000000000000e+02,-1.086818384551887324e-03,-1.136366880474741058e-03,1.437853256851283085e-03,-1.027874924682846370e-03
4.150000000000000000e+02,-1.685377060408166806e-03,7.334068339830735611e-03,-4.373987120089403019e-03,-2.312415834200052742e-03
4.160000000000000000e+02,1.740243406894438540e-03,-1.204678464437732455e-03,7.401033767860782341e-03,-1.012361561435973917e-04
4.170000000000000000e+02,-2.028031099033695758e-03,-4.422246913221263703e-03,2.531595712931929837e-03,-1.703766776975936068e-03
4.180000000000000000e+02,2.814584132918222618e-03,5.660397596923529007e-03,3.396568204939243076e-03,-7.703679261517287595e-05
4.190000000000000000e+02,-5.655864665847911777e-04,-3.084738040585440020e-03,6.665880230311170204e-04,-2.843017707969985354e-03
4.200000000000000000e+02,8.326973336531294035e-04,4.235457967294966979e-03,1.623604302623531549e-03,2.197983402707782627e-03
4.210000000000000000e+02,-2.312103869830312627e-04,6.307618577500001891e-03,5.835895904301065251e-04,-2.021721400194608116e-03
4.220000000000000000e+02,-1.447359868175729283e-03,-6.920201828365547120e-03,-6.103279816163599894e-03,-1.558912653790135716e-03
4.230000000000000000e+02,-2.617730696908615422e-03,4.591224658677917417e-03,-5.598401329293633405e-03,-6.751063182075944455e-03
4.240000000000000000e+02,2.022107582514985884e-03,-2.038700133918364740e-03,8.236726286147515175e-03,-2.354132476375516499e-04
4.250000000000000000e+02,-1.110664929768852109e-03,-6.110679398488633521e-03,-1.404348042481459898e-03,-3.701585111136660279e-05
4.260000000000000000e+02,1.771268088278952178e-03,1.599369582151823066e-03,8.017710471194167826e-03,1.451949770676381124e-03
4.270000000000000000e+02,1.529417199805202044e-03,-1.992070400965106035e-03,6.576946151137134239e-03,-1.948167880828069552e-03
4.280000000000000000e+02,-2.201820540137237620e-03,2.224434527606158809e-03,2.798103030091264251e-03,-5.818823689747516792e-03
4.290000000000000000e+02,-1.321264861846406687e-03,3.586159461753720551e-04,-1.447402906326300011e-03,6.673034482037299396e-04
4.300000000000000000e+02,1.385703028150874058e-03,2.179746818320974985e-03,3.473775844899703712e-03,3.384804112749711848e-03
4.310000000000000000e+02,-2.920685545176284880e-03,-1.918119634730813729e-03,-5.256822900390622708e-03,-4.933117354982419211e-03
4.320000000000000000e+02,-8.046527997829565435e-04,-2.120282607797095015e-03,7.439899533998573476e-04,9.012564459775168982e-05
4.330000000000000000e+02,-1.768148065885130887e-03,5.525380885995750599e-03,-6.308145234838182132e-03,-5.103923516706330727e-04
4.340000000000000000e+02,1.584560764118416159e-03,5.773509887303856711e-03,-9.062816889110320538e-04,5.418950829305256914e-03
4.350000000000000000e+02,-2.306252201736675497e-03,-7.139244758103265379e-03,-5.095429805475006416e-03,-5.058700837712796876e-03
4.360000000000000000e+02,-1.291060972073674717e-03,-4.720054998293917586e-03,3.658741332319161415e-03,-3.951451110534694167e-03
4.370000000000000000e+02,-7.239624004137874998e-04,-5.375195968048520831e-03,-3.514418288833529198e-03,7.214654135405178205e-04
4.380000000000000000e+02,1.568984223759324918e-03,1.214730433908257218e-03,1.455504891982005444e-04,5.959807589194053914e-03
4.390000000000000000e+02,4.586879247467786150e-03,3.856032062229992115e-03,3.642916877002235106e-03,2.562579185324596106e-03
4.400000000000000000e+02,-1.552972620474487014e-03,5.842019490328495199e-03,1.434637998027300451e-03,-5.771308887828226035e-03
4.410000000000000000e+02,1.568766555295426478e-03,1.159876912019918577e-02,1.499013966193111190e-03,2.105320603791069594e-03
4.420000000000000000e+02,8.148139627857072312e-04,1.214153749734139722e-03,1.096087892835584474e-03,5.201168359714466484e-03
4.430000000000000000e+02,6.838914098077852020e-04,-3.437366840135291490e-03,3.664169603616976387e-03,-6.229592877116522150e-04
4.440000000000000000e+02,-7.543330133609045486e-04,4.868848298025009458e-04,-1.891602561233966025e-03,1.322918019767302562e-03
4.450000000000000000e+02,1.724655652273424360e-03,-2.619027485999536088e-03,3.995086591465605783e-03,1.691082127901234527e-03
4.460000000000000000e+02,-4.256564717790781030e-04,2.371690011129671052e-04,-7.487535671340732162e-03,-2.071268010932009011e-03
4.470000000000000000e+02,-8.334346645122314582e-04,3.049226575765461716e-05,-2.438833102744548606e-04,-3.003115077618905438e-03
4.480000000000000000e+02,-4.538981720095009321e-04,2.602145933729852270e-03,-2.222377298344357238e-03,-6.865799993968859814e-04
4.490000000000000000e+02,2.906756021687005413e-03,1.035309332710711641e-02,2.743590407767441518e-03,1.310205710175171758e-03
4.500000000000000000e+02,-9.078879382922971746e-04,-4.674722924509811667e-03,-3.346497546324443510e-03,-1.077053243019358017e-03
4.510000000000000000e+02,-5.848523891411813724e-05,-1.563593484378738782e-03,2.392734471552315952e-04,-2.841204650323982551e-03
4.520000000000000000e+02,2.335465817849868668e-03,1.581316273213517060e-04,3.283337453120481128e-03,1.623314420638704691e-03
4.530000000000000000e+02,9.463373107185496340e-05,2.274626825505078869e-03,-3.436896628647180367e-03,3.776502020382013942e-03
4.540000000000000000e+02,-1.284574920399829834e-04,-4.423463819132165617e-03,1.098348552576655732e-03,3.258377065948728918e-03
4.550000000000000000e+02,1.718759370680686058e-03,-2.995693725025330365e-03,3.543270053842101190e-03,8.587915651947022628e-04
4.560000000000000000e+02,8.358874305099773866e-04,1.402812996289270510e-04,7.715783003060870497e-03,2.885577109482759511e-03
4.570000000000000000e+02,7.740339232109486956e-04,4.591896874444749942e-03,4.425708326463175489e-04,3.004180232292348075e-03
4.580000000000000000e+02,7.174185300885517697e-04,2.521335975673218849e-04,-2.536805520480662959e-03,4.369313759252583217e-03
4.590000000000000000e+02,9.076336779173109666e-04,-2.909166476483047818e-03,1.123515746291122060e-02,-8.835029428657612547e-05
4.600000000000000000e+02,3.378226905566407250e-04,2.203054718922761897e-03,-2.323315603935652632e-03,3.625501341931146315e-03
4.610000000000000000e+02,-8.822858426800598598e-04,1.970079573439954823e-03,4.464293484545965238e-03,-1.718665314338447712e-03
4.620000000000000000e+02,-2.232350407409515111e-03,-4.219786825031619955e-04,-5.483554185149340163e-03,2.288296921799168728e-04
4.630000000000000000e+02,4.934486735577521717e-04,-1.553617239633792602e-03,3.853073347162849945e-03,3.078611121419917284e-03
4.640000000000000000e+02,1.127264683143842927e-04,-3.900132523838494014e-03,1.223127533197165741e-03,-2.204506733705434689e-03
4.650000000000000000e+02,-1.843423402491830079e-03,-1.945613021441386543e-03,3.113233229220644174e-03,-6.356524175786928098e-03
4.660000000000000000e+02,1.009548691411070627e-03,-1.794254255274053966e-05,-2.210511436871165185e-03,4.770157249174039604e-03
4.670000000000000000e+02,-1.698257892133063279e-04,1.820757105978902841e-04,1.978078054847681386e-03,7.399678129994505422e-04
4.680000000000000000e+02,2.084447046872376762e-03,7.018165089327267625e-04,5.383606121945971532e-03,2.147831184587222896e-03
4.690000000000000000e+02,5.181709174290917690e-05,1.169750070643885489e-03,3.970230039263805688e-03,-9.655294586846544045e-04
4.700000000000000000e+02,-1.750143236674815174e-04,-6.755372448913769812e-03,2.728224709578359192e-03,-1.090744644055827812e-03
4.710000000000000000e+02,-1.028283567627657179e-03,-2.239914159958387215e-03,-1.221542002840135185e-04,4.859750935547649904e-04
4.720000000000000000e+02,-1.506865470755321037e-03,5.531984002701889266e-04,-3.002069872693175542e-03,1.773458273969485879e-03
4.730000000000000000e+02,-2.173125258206202223e-03,2.572063250769479267e-03,-6.650882301188291643e-03,-2.353879784484409635e-05
4.740000000000000000e+02,9.650606988894293000e-04,7.054422005705789436e-03,-2.221025235581612980e-03,2.976931500292521755e-03
4.750000000000000000e+02,-8.325946111139028404e-04,5.414027648732314471e-04,4.519801634145196798e-03,-2.955137248761926898e-03
4.760000000000000000e+02,1.343158902666468160e-03,4.793390521564312376e-03,1.430553415864209161e-03,4.850681924417505134e-03
4.770000000000000000e+02,5.831855936932147690e-04,1.457488653326788342e-03,3.255963288497625702e-04,2.638816481540195405e-04
4.780000000000000000e+02,1.745546159157635585e-03,3.344866586653652898e-03,-2.567623938805898252e-04,9.445570497358415874e-04
4.790000000000000000e+02,-9.259906582329574141e-04,3.081393650424596974e-03,-7.551929298747709490e-04,2.665987903390660760e-03
4.800000000000000000e+02,-6.298270152309165841e-04,-3.741234075308451715e-03,1.523298038173394753e-03,5.690385697233611619e-04
4.810000000000000000e+02,-1.399555755087468489e-03,-8.755715205034209081e-03,1.958485867412995858e-03,-1.002883102899114129e-03
4.820000000000000000e+02,-9.412132096320207156e-04,-9.189462939041860567e-03,-2.481369141284429231e-03,6.134770225102408395e-03
4.830000000000000000e+02,2.342680499341095578e-03,7.553762386093280934e-03,-5.023305320304586284e-03,2.912597626852234459e-03
4.840000000000000000e+02,1.939094971341290318e-04,4.746335626025934180e-03,-2.541071068899730754e-03,4.625563795021252894e-03
4.850000000000000000e+02,1.479298388592296780e-04,6.836707031885293911e-03,3.028788076803999498e-03,-3.111000286694461190e-03
4.860000000000000000e+02,1.375405404741709015e-03,2.096901153724874817e-03,5.157010970468938783e-04,-6.406512926984900139e-04
4.870000000000000000e+02,1.448313670730943994e-03,5.018651377035472996e-03,-2.183187344530732130e-03,5.074251177867264862e-04
4.880000000000000000e+02,1.542093693722534735e-04,1.973128112167766603e-03,8.874753344548101837e-04,5.093632804332329754e-03
4.890000000000000000e+02,-2.572760036931452145e-03,2.893493277691200349e-03,-2.072460873460938054e-03,-3.538187673095525426e-03
4.900000000000000000e+02,7.727239835466936414e-04,6.951186188704661963e-03,1.166576927747659410e-03,-1.298433397553663262e-03
4.910000000000000000e+02,2.508091224464136133e-03,9.690385205432378718e-03,-3.378406428620281225e-03,3.552505767534436254e-03
4.920000000000000000e+02,4.721235576101042147e-04,5.601683732250077076e-03,-2.062127627758504438e-03,-1.397909284276535819e-03
4.930000000000000000e+02,3.954716813282690806e-06,5.180331005838706079e-03,2.115318222251154259e-03,-8.698534778055883564e-04
4.940000000000000000e+02,-5.394806912113760643e-04,-5.031003698888238986e-03,-6.230487019026570081e-03,-2.924715233527695919e-03
4.950000000000000000e+02,2.521706488448577019e-03,3.690362828020868867e-03,-2.735070949794415028e-04,2.288142281245126967e-03
4.960000000000000000e+02,1.293633261346507999e-03,-7.137095205051894285e-03,-6.934047777390523089e-04,2.035828157679461878e-03
4.970000000000000000e+02,-1.492831962757668312e-03,1.544665276628233962e-03,-3.522508716808470802e-03,-8.826271299158469381e-04
4.980000000000000000e+02,-1.193638864012454151e-03,4.116572641242483357e-03,3.307780079232939402e-03,-5.222162921927488155e-03
4.990000000000000000e+02,-3.322045502195353044e-05,7.775436625274707164e-05,3.299091214902247562e-03,1.240693644499063020e-03
5.000000000000000000e+02,1.156272924256200509e-03,-8.928695171481794424e-04,-3.598407348850712287e-03,4.569493837117328573e-03
5.010000000000000000e+02,4.232207866787032757e-04,-3.278826312088471695e-03,3.622099506765841248e-03,-2.593407230416254483e-03
5.020000000000000000e+02,-1.843635112072436336e-04,-4.491879667265160497e-03,1.581631802070102184e-03,2.530326579932100882e-04
5.030000000000000000e+02,4.924763429372136124e-04,-1.948584669847497515e-03,3.309053845351474753e-04,-2.970733838336536183e-03
5.040000000000000000e+02,-2.714320673686414264e-04,-1.479873833333540667e-03,6.208583878980755526e-03,-3.498233830507435291e-03
5.050000000000000000e+02,3.841674009526255219e-04,-3.844465816179194577e-03,-1.629921095759294045e-03,-5.883746989982553428e-04
5.060000000000000000e+02,5.374596777204408617e-04,9.088793025932013873e-04,1.443115681175658003e-03,6.854957122506949961e-04
5.070000000000000000e+02,2.059425198797460842e-03,3.885726937941045081e-03,2.598508011695061393e-03,-1.915163842705020023e-04
5.080000000000000000e+02,-3.387610073695246186e-04,2.875645692625010755e-03,-7.008210505488072367e-04,-2.265217389698275310e-03
5.090000000000000000e+02,-1.565562399034794300e-04,-1.948824600344217957e-03,-3.518355449588153518e-03,2.525890344917444685e-03
5.100000000000000000e+02,-1.140423966857807576e-04,1.753817592469546910e-03,2.849560817847049312e-03,4.543139034784978575e-03
5.110000000000000000e+02,-6.970851311229855820e-04,1.051968288903228077e-04,-1.739027144593922533e-03,3.241084326857140074e-04
5.120000000000000000e+02,1.116325370428922171e-04,-3.127320106187841346e-03,2.771677603655059267e-03,-4.954246814652793398e-04
5.130000000000000000e+02,2.574997560678733352e-03,5.486484630764894982e-03,1.331493052778597898e-03,4.680773621054529036e-03
5.140000000000000000e+02,1.865401688328553916e-03,-2.654647674088957826e-03,3.235884857288008880e-03,2.336262119907447227e-03
5.150000000000000000e+02,1.736151236958959412e-03,3.289255574946796379e-03,4.614844011123643563e-03,-4.022988030362198777e-03
5.160000000000000000e+02,1.779753891623311879e-04,6.545601270814488740e-04,1.248963638773718451e-03,2.838282758933425784e-03
5.170000000000000000e+02,2.808577088783003771e-04,1.857403589344355961e-03,-4.925502854422579568e-04,-4.640220789404281981e-03
5.180000000000000000e+02,-2.143534955361972799e-04,3.040852041543813666e-03,1.186202441643062315e-04,1.701794220123006591e-03
5.190000000000000000e+02,-1.250629475062114710e-03,5.102650938426630048e-04,4.055145701992004040e-04,-1.525179840838329073e-03
5.200000000000000000e+02,1.051598227424105098e-03,-5.164697500338083676e-04,-5.041983175499771715e-03,1.843787574754702976e-03
5.210000000000000000e+02,-3.456951246447058715e-03,-2.589877443818828021e-03,-6.045920911855383502e-03,-1.011268887644829447e-03
5.220000000000000000e+02,5.369535537186789342e-04,-1.343973198578827903e-03,-8.709559756631376007e-04,1.450515691792987356e-05
5.230000000000000000e+02,1.502963859733747690e-03,-2.631940403588130944e-04,5.850470766257994532e-04,3.327263028131347087e-03
5.240000000000000000e+02,-1.734481509182770123e-03,-3.757973434741585135e-03,2.370848114526918817e-03,-4.004709015031226657e-03
5.250000000000000000e+02,2.081905558777067365e-03,1.981640075828539418e-03,2.024913865995080480e-03,2.619264118170826910e-03
5.260000000000000000e+02,-2.046228080370847760e-03,-1.040109651121086734e-03,2.526137679858229089e-03,-4.019439074871388254e-03
5.270000000000000000e+02,-5.601567310244481368e-04,9.156704156433903910e-03,9.105752702409956531e-04,-6.482554047568062083e-03
5.280000000000000000e+02,3.740304245914588023e-05,7.793036401639030775e-05,-2.670391946840963097e-03,-2.373817249147332827e-03
5.290000000000000000e+02,9.332673820260342819e-04,9.229924118998042784e-03,3.374103370222079814e-03,1.944669243252671910e-03
5.300000000000000000e+02,2.660176973604702275e-03,-1.147759335544914702e-03,2.560975962305681378e-03,1.029860178539472766e-03
5.310000000000000000e+02,-6.256685247933012773e-04,-6.523657285993113286e-04,-6.148203940279312399e-03,4.597403936996018875e-03
5.320000000000000000e+02,-9.797317063792031384e-04,-1.617691218594641614e-03,1.689635294456037339e-03,-4.791902553964931012e-03
5.330000000000000000e+02,4.378302235327246987e-03,4.223937493173323884e-03,3.389005564539846350e-03,4.760882400825783289e-03
5.340000000000000000e+02,5.070936756801964693e-03,2.574431591787276589e-03,9.993201726883993267e-04,3.313778987024460290e-03
5.350000000000000000e+02,-4.199731612935405072e-04,-1.407970596305836881e-03,3.886170114110663182e-03,-4.278263128133253930e-04
5.360000000000000000e+02,-3.767648435073569797e-04,1.845325635581043615e-03,2.548250023852333037e-03,-5.769414969507980460e-03
5.370000000000000000e+02,-1.860801762953291725e-03,-5.188582634682217115e-04,3.750197940442326263e-03,-2.352677663779704012e-03
5.380000000000000000e+02,8.303076553697449815e-04,5.280394558470711402e-04,5.717191386695115105e-03,-5.860116798782675704e-03
5.390000000000000000e+02,-2.095221033011630297e-03,-1.305338676885216785e-03,-1.313849650605359697e-03,-2.889633775468405160e-03
5.400000000000000000e+02,1.573219753666138879e-03,3.341288700477529697e-04,1.684564077667820466e-03,-2.243379816193118127e-04
5.410000000000000000e+02,3.029905328521192293e-03,5.920719127608119019e-03,6.088115344393442430e-04,1.134549828510372825e-03
5.420000000000000000e+02,-5.733720687825987015e-04,5.300006458714024565e-04,-5.522955251803199350e-03,-1.090888010892217611e-03
5.430000000000000000e+02,2.234245266991770860e-03,1.129983106380096081e-02,3.501090124844347638e-03,3.632682237017504940e-03
5.440000000000000000e+02,5.500143848795224950e-04,2.921740810162159509e-03,3.787132069629300067e-04,-4.474676804405922428e-03
5.450000000000000000e+02,1.330639816322658773e-03,7.328988568610349599e-03,-2.251027057024499334e-03,-2.094456175564300910e-04
5.460000000000000000e+02,3.550570273123232869e-04,-5.688611822235309888e-03,2.092834985850790339e-03,-9.814928763358398735e-04
5.470000000000000000e+02,1.044797583173737252e-03,-3.557866096171715797e-03,-2.527991332749013505e-03,6.751308581012090138e-03
5.480000000000000000e+02,2.013289317983400599e-03,-1.762806829433718331e-03,2.691864174094605461e-04,4.991775018340784131e-03
5.490000000000000000e+02,-9.076944722404035881e-04,-5.008958061654803645e-03,-6.625281349956612525e-04,4.842516238004907284e-03
5.500000000000000000e+02,1.923852999197702210e-03,3.786051994543710754e-03,1.493350997326615883e-03,4.174894765986355248e-03
5.510000000000000000e+02,7.395651315420185678e-04,2.232016100176556148e-03,2.962461172420442507e-03,2.308935252634614858e-03
5.520000000000000000e+02,1.948724000054621441e-04,5.652703419349648997e-03,-5.067798690697811539e-04,1.109693631844622767e-03
5.530000000000000000e+02,6.480599728169835275e-04,-3.881569257848770625e-03,3.580848568742574494e-03,-9.609460853290504234e-04
5.540000000000000000e+02,1.254898087058008973e-03,2.820638382696972514e-03,5.314137732055286209e-03,1.436836291132671719e-03
5.550000000000000000e+02,-6.325469821133238241e-04,-3.160391092804941057e-04,1.827374432149018926e-03,1.179478620606462134e-03
5.560000000000000000e+02,7.704045766078091665e-04,4.458353081848865328e-03,-3.577680656786530293e-03,-1.440231032552411220e-04
5.570000000000000000e+02,-1.511651833627002638e-03,2.560943685115243604e-03,7.278180615730013396e-04,-3.089398159684206106e-03
5.580000000000000000e+02,2.250992845544913003e-03,6.282062871860811561e-03,-1.610295712056324796e-03,6.929238269493073364e-04
5.590000000000000000e+02,-7.261297837151800463e-04,2.422186522847263532e-03,1.087811312647559044e-03,4.922911889585014676e-04
5.600000000000000000e+02,-1.561099584665154652e-03,-3.913444141314391909e-03,-1.308967517091183530e-03,-1.312343190987513885e-03
5.610000000000000000e+02,4.114020038589882725e-04,-1.890432607691399855e-03,8.697656111384842112e-04,3.005706313021020478e-03
5.620000000000000000e+02,-1.031927030757135962e-03,-4.532321898116373551e-04,8.092330012155401694e-04,-1.045712739446981584e-03
5.630000000000000000e+02,-1.433124194694045637e-04,-2.102839654385710993e-03,2.257144218377340073e-03,-3.790386717748053455e-03
5.640000000000000000e+02,-4.635044695897741832e-04,2.758491677543273290e-03,-5.386258753690040604e-03,1.570808927086568682e-03
5.650000000000000000e+02,-2.185365728377157077e-03,1.357066304375778576e-03,-5.895973494260440401e-03,-3.805362886822026038e-03
5.660000000000000000e+02,-4.741607109842405033e-04,-2.803679431047634979e-03,-7.551093626750394680e-03,-1.015617944937131705e-03
5.670000000000000000e+02,7.267105519206684423e-04,1.726045822048024973e-03,-3.377564096048511592e-04,-4.487366746777686141e-03
5.680000000000000000e+02,1.967549831393108732e-03,8.489473708527501411e-03,-3.078822792386371951e-05,-4.165254277647900509e-03
5.690000000000000000e+02,1.164688467200327565e-03,4.039339882996341273e-03,2.138051511518160482e-03,3.405996049328977645e-03
5.700000000000000000e+02,1.547555516894799036e-03,3.368712109284171391e-03,-9.076468421433140851e-04,-9.788826779736526252e-04
5.710000000000000000e+02,-3.695287854016484057e-03,-5.785611183873828021e-03,-1.031826382121421755e-03,-2.906702914742405244e-03
5.720000000000000000e+02,-1.985868190565461856e-03,4.844676254930021554e-03,-1.899145776506140724e-03,-3.589793585037302434e-03
5.730000000000000000e+02,2.896572641870881351e-04,5.684176499274663265e-03,4.294959062363140796e-03,-1.477114745810446895e-03
5.740000000000000000e+02,7.056321478869163454e-04,-1.005847693662938538e-03,-5.491296513192151646e-03,-4.799877532585306614e-04
5.750000000000000000e+02,-6.393124991997925673e-04,2.165033897015972153e-04,-3.190671176161806889e-03,-1.252945997239614338e-03
5.760000000000000000e+02,1.685723738897465214e-03,2.712195054737727082e-04,1.146412116422834779e-03,-2.358604933366735285e-03
5.770000000000000000e+02,-3.388594886865226204e-05,-1.297968180545377298e-03,4.519936115298419689e-03,-1.017042884326277690e-03
5.780000000000000000e+02,-1.293997109617433909e-03,-4.251852352478427063e-04,5.814511724087905592e-04,3.722999490863490970e-04
5.790000000000000000e+02,-6.284294476768518710e-04,-1.871006566392750120e-03,-4.481027375092278692e-03,-1.440685321634452992e-04
5.800000000000000000e+02,-1.255836944681625652e-03,8.754184190510978444e-04,9.787343811621281031e-04,-1.278008134670032903e-03
5.810000000000000000e+02,1.097776423166479682e-03,-1.459988918608967276e-03,-1.406846242817621703e-03,3.411128342738927767e-03
5.820000000000000000e+02,-4.830694349197728636e-04,1.917404751772561894e-04,3.469804843837029276e-03,-6.099568622198901433e-04
5.830000000000000000e+02,-1.004906176672400956e-03,-3.803117090118829022e-03,-5.316835745574483019e-03,-3.412030287372460821e-03
5.840000000000000000e+02,-1.038010342191235218e-03,-1.582635878513705130e-03,-8.390080921394627543e-04,3.566231436403562594e-03
5.850000000000000000e+02,-1.022228182779896929e-03,1.036448044969832602e-02,-5.196611306220480682e-03,1.779400075020383344e-03
5.860000000000000000e+02,3.493365303870461357e-04,-7.122690571598108353e-03,2.047381636326218307e-03,1.756917280261187505e-03
5.870000000000000000e+02,-2.949450947615360474e-03,-2.988940653328789332e-04,-1.296934078203122731e-02,3.683853279410199792e-03
5.880000000000000000e+02,1.401091814788305544e-03,-8.656202010900952010e-04,3.739930574066953513e-03,-2.459737385533161853e-03
5.890000000000000000e+02,8.798851544723111998e-04,3.820389666192901615e-03,2.599590210130152575e-03,6.862881655263833574e-04
5.900000000000000000e+02,6.395488957900300267e-04,-4.933960099234033572e-04,8.381737835290738702e-04,-2.300721878700773097e-03
5.910000000000000000e+02,7.855432885712295039e-05,-4.682570504521421650e-03,2.191929732875456515e-03,-5.406069975741816880e-05
5.920000000000000000e+02,-1.159319861496488097e-04,6.455926445822755301e-04,5.623344267786000578e-03,-1.203215458783895089e-03
