L,Full mission,HM1 x HM1,HM2 x HM2,HM1 x HM2
3.710000000000000000e+02,-1.323328111029727213e-03,2.113909869641939811e-03,2.600665714669801037e-03,-2.071770652964489458e-03
3.720000000000000000e+02,-2.224393001742134071e-03,-1.240249142766752756e-03,-5.525456117319240898e-03,-3.676987425842239126e-03
3.730000000000000000e+02,1.816661080232275047e-03,4.584325558353727174e-03,-1.421027806981330771e-03,-2.329636988429816240e-03
3.740000000000000000e+02,-5.965179237554426575e-04,-9.866893606526766156e-03,3.562785549622815746e-03,3.806510020147056694e-03
3.750000000000000000e+02,2.136912931200826010e-03,-3.501574819340724960e-03,-2.659012710890098184e-03,1.672832103615340665e-03
3.760000000000000000e+02,-2.609081643641239338e-03,4.922591022317939630e-03,-4.778502015238626777e-03,-4.132187020002424035e-03
3.770000000000000000e+02,6.003328972888583113e-04,3.394434823886448641e-03,-3.538974869699805514e-04,-4.266029546692819878e-04
3.780000000000000000e+02,3.395785697612715222e-04,-6.700441236295700577e-03,-3.259149795682154960e-03,-6.200535025023825534e-04
3.790000000000000000e+02,4.040220932804565760e-04,1.389537245104625549e-02,6.283796565896958980e-04,1.196666306020875616e-03
3.800000000000000000e+02,-3.726918650275913049e-04,2.206103414962064333e-03,-4.951348455279763056e-03,1.093134914841452539e-04
3.810000000000000000e+02,-1.095177497127434400e-03,1.498323042247148677e-03,-2.600072905679019775e-03,7.873662196925161963e-04
3.820000000000000000e+02,-9.262912434296812370e-04,-3.522671826232259482e-03,-3.732410910714779873e-03,-1.266746167580407034e-03
3.830000000000000000e+02,3.450886615866502775e-04,4.388275801145381447e-03,-2.386636531303777155e-03,4.422904729856924101e-03
3.840000000000000000e+02,1.549630472419861018e-03,4.039152326626482652e-03,-4.341595934552853683e-03,3.119880387138668568e-03
3.850000000000000000e+02,1.874194069124249977e-03,-5.555829623051388236e-03,-1.084151043603375462e-03,3.070067078349378309e-03
3.860000000000000000e+02,2.566762039000792389e-03,4.044026169743542183e-03,1.862151277063059385e-03,2.939145397455251215e-03
3.870000000000000000e+02,-2.788388671964226601e-03,-1.305286659022472130e-03,9.188970991980278599e-03,-8.099746593368538014e-03
3.880000000000000000e+02,1.540237566717610413e-03,-1.404565760561380782e-03,6.925272837999228714e-04,-1.713369013996103281e-03
3.890000000000000000e+02,-2.203189429939325823e-03,-8.237686946972851837e-03,1.253567027341218401e-04,-7.448860253192814661e-03
3.900000000000000000e+02,6.311905221700951467e-05,6.037059727337821050e-03,-2.145575921940187647e-03,-2.435375872334815967e-03
3.910000000000000000e+02,2.780030345877251927e-03,3.416025735577024255e-03,5.783179890159655459e-04,-3.001558437670306663e-04
3.920000000000000000e+02,-1.137675784865133056e-03,3.931747941038253591e-03,6.354719538229487014e-03,-2.517198416703860658e-03
3.930000000000000000e+02,-1.071066884606839678e-03,-2.987916741154916702e-03,2.466790218404473281e-03,6.077883736473567097e-03
3.940000000000000000e+02,1.062648262725534275e-03,3.737772978895902588e-03,9.740869524662909562e-03,6.889735977592047157e-04
3.950000000000000000e+02,-7.054003797334408880e-04,-1.136406898051663377e-03,1.216590062590732976e-03,1.314723747198417135e-03
3.960000000000000000e+02,-1.718655170876171858e-04,-8.222340551057395752e-03,1.847558927950783067e-04,-2.802067976060072275e-03
3.970000000000000000e+02,1.061059749607583518e-03,7.820985164866494505e-03,7.232311731703933502e-04,-5.970105512330650850e-03
3.980000000000000000e+02,-6.909964971356631841e-04,3.706965961849138097e-03,7.584792279863304329e-03,-1.555403510212841935e-03
3.990000000000000000e+02,-7.950378451821770234e-04,-5.409588489288293806e-04,-7.426926269379276191e-03,-5.865001120731932810e-04
4.000000000000000000e+02,1.152419935240666608e-03,6.966819984766818401e-03,3.612993695272914002e-05,1.600614187327776758e-03
4.010000000000000000e+02,-2.597700875352701878e-03,-9.622981862884618862e-03,-8.789530834981979651e-05,-2.713427247417334043e-03
4.020000000000000000e+02,-3.308815876637493606e-04,3.107488074003947331e-03,5.534072103770546966e-03,-3.696337013732343448e-03
4.030000000000000000e+02,3.575147663724880052e-03,2.426459561890369470e-03,1.718209160400750030e-03,3.844104196012070387e-03
4.040000000000000000e+02,-9.915931130473614342e-04,5.738552613275929234e-03,-3.778227887074256386e-05,5.986998831639973352e-03
4.050000000000000000e+02,1.402040004828700170e-03,-1.780351570729006051e-03,3.860881124724035822e-03,-3.807652753460789331e-03
4.060000000000000000e+02,-2.430958790806485553e-04,6.534751810215117321e-03,9.602745576778228681e-04,-4.019023244318032859e-03
4.070000000000000000e+02,2.563479087676328021e-03,7.544821119806567611e-03,2.791427307880935127e-03,9.050892338159168687e-03
4.080000000000000000e+02,-4.630912096848827401e-04,-8.913636700857165661e-04,2.795172080175412598e-03,-8.209086883954033655e-04
4.090000000000000000e+02,2.991736852306126331e-03,4.006086752500293696e-03,4.600626061223744845e-03,2.107345601945102322e-03
4.100000000000000000e+02,6.960418673458653761e-04,1.559632648537934759e-03,7.797075518662498900e-04,4.346810258118113252e-03
4.110000000000000000e+02,-1.067189837301067636e-04,-4.684415455097666950e-04,-5.067430109113743586e-03,1.912892105431660168e-03
4.120000000000000000e+02,1.633573251311872063e-03,1.134061530685132133e-03,3.477138446659072853e-03,3.361714816331662446e-03
4.130000000000000000e+02,-2.373646732889975360e-03,-1.073679694022633760e-02,-1.766507890350072808e-03,9.019294330735646301e-04
4.140000000000000000e+02,1.419792830552036450e-03,-3.755678181040540339e-03,8.118135440644661666e-03,-2.235504920979118626e-03
4.150000000000000000e+02,-6.346837472712257280e-04,4.114514705348010573e-03,1.395499717243739793e-03,2.838975513341414608e-03
4.160000000000000000e+02,3.141011889032968747e-03,8.723724158405487053e-03,1.088857575320774373e-02,1.912064681716832285e-03
4.170000000000000000e+02,-1.201464410585270388e-03,-4.193147233699942578e-03,-1.561942840139749628e-03,-3.181624208954272372e-03
4.180000000000000000e+02,-1.810232745097287415e-03,-3.851790129526474950e-03,1.528302018826411396e-03,-2.151882650108797018e-03
4.190000000000000000e+02,1.820723427834255656e-03,9.572453430371077182e-03,1.643444090578014688e-03,2.743437443368228461e-03
4.200000000000000000e+02,2.064209057532099319e-03,-7.447298330346294355e-03,-4.651530723511442672e-03,5.597111457146577420e-04
4.210000000000000000e+02,3.644135795161507988e-03,-1.423362664063665883e-03,2.032505379701064416e-03,2.264692973127840469e-03
4.220000000000000000e+02,2.199027367460717336e-03,-9.717592526973877452e-05,2.132503563166725929e-03,2.604670909720739613e-03
4.230000000000000000e+02,-1.733983922322480031e-03,5.925265579750258957e-04,2.784228503990534773e-03,-1.755025738940095646e-03
4.240000000000000000e+02,1.409140017449169954e-04,3.673792305143242648e-03,5.406222854612257288e-03,4.124746191072866178e-03
4.250000000000000000e+02,-1.866500828732495492e-03,1.179207282711517736e-02,-4.169600628212449811e-03,2.185510180048596575e-03
4.260000000000000000e+02,-6.480039356371037869e-04,-4.618182470817208327e-03,-9.576734098344632726e-03,1.587463061278374631e-03
4.270000000000000000e+02,2.538596173504844775e-03,-2.692807048464648280e-04,6.544046256163459779e-04,-2.748739311092964800e-03
4.280000000000000000e+02,7.671583697427757738e-04,1.853414677476576851e-03,-4.450892695936521648e-04,3.764707293114701731e-03
4.290000000000000000e+02,-3.136177824171435826e-04,3.872333393633643414e-03,-7.107914496947836946e-04,-3.586876308539722544e-03
4.300000000000000000e+02,-2.535115131432124302e-04,4.798987939049498969e-03,2.335478822064490471e-03,-4.542895310537343155e-03
4.310000000000000000e+02,-1.455980740954262087e-03,4.359471655057836278e-03,-6.295183421448555076e-03,-2.916803144599207972e-03
4.320000000000000000e+02,4.899256578649068602e-04,1.450089416437241787e-03,-5.394410340415474112e-03,1.476204636660132657e-03
4.330000000000000000e+02,2.375559104690657362e-03,-1.029432683426591624e-05,2.533729688612443298e-03,2.608561247639571735e-03
4.340000000000000000e+02,7.850007710780539452e-04,-3.975901189439849659e-03,-2.996743810110918949e-03,-2.867761715804253032e-03
4.350000000000000000e+02,1.210767457217349448e-03,8.307022659345863341e-03,-2.304169424991781359e-03,7.312341725203611552e-04
4.360000000000000000e+02,6.461775417514556029e-04,5.655929546641572797e-03,1.844219664445896113e-03,1.740510980053569566e-03
4.370000000000000000e+02,-1.394492321624261292e-03,-1.023523309746979726e-03,-5.531801246324659707e-03,-2.969527319359700161e-03
4.380000000000000000e+02,1.906383661759732074e-03,-3.511898577215068987e-04,4.415681503390387827e-04,2.975665610129763937e-04
4.390000000000000000e+02,2.212470979864007876e-03,-6.975751043272952583e-03,7.154020550149018005e-03,2.443139615040997286e-03
4.400000000000000000e+02,7.158959427801342640e-04,1.265785620255932900e-02,1.464092769702399210e-03,9.138613864197802153e-03
4.410000000000000000e+02,1.011230419464229308e-03,1.953113132428838539e-03,2.634233539967020463e-03,4.096936841859587057e-03
4.420000000000000000e+02,1.455693921777746888e-03,5.882543546804994139e-03,-6.691101191914444919e-03,3.349603718958866008e-03
4.430000000000000000e+02,4.020488363392233852e-03,2.537512315204664033e-03,6.563522493234853587e-03,4.008110567519226550e-04
4.440000000000000000e+02,-1.872387071255464733e-03,-2.464189952463629110e-03,-4.987584398778711209e-03,-3.496839274975077714e-03
4.450000000000000000e+02,5.112493169949022809e-03,7.370303937878115372e-03,2.184138037159093909e-03,4.923575988517883348e-03
4.460000000000000000e+02,-1.180954683023396207e-03,2.016298770740289868e-03,2.008864176003552840e-04,-1.145247805374144390e-03
4.470000000000000000e+02,2.598534072561985500e-03,3.016935530617943784e-03,1.214066454394768270e-02,2.194533730219805009e-03
4.480000000000000000e+02,-1.068266810675963649e-03,-2.122644157880966033e-03,9.810900446089940163e-06,-3.563666078496210456e-03
4.490000000000000000e+02,2.524194855947396949e-04,4.300335818693028916e-03,1.946162876305396715e-03,1.407804559778340348e-03
4.500000000000000000e+02,-2.878184717926365269e-03,-7.889039673579591877e-03,7.258987198343032701e-04,-1.810803984179576963e-03
4.510000000000000000e+02,-1.669820425201008112e-03,3.318918597544915153e-04,2.524538622076461306e-03,-5.723735487456058785e-03
4.520000000000000000e+02,2.534456044173522080e-03,-2.443367406373727745e-04,-5.795082188620190658e-04,3.264073281922104299e-03
4.530000000000000000e+02,-4.717853160178627674e-04,1.617207392130995923e-03,-3.289289659251096350e-03,-2.873020216447708282e-03
4.540000000000000000e+02,-3.102764890220998089e-03,-1.053089769039291211e-02,-3.726193298983966097e-03,2.601634774755089315e-03
4.550000000000000000e+02,-2.818262360669555183e-03,-1.967980713382085425e-03,-9.039199010208326737e-03,-2.602400430704888794e-03
4.560000000000000000e+02,1.358340621116572436e-03,-2.370185370774971403e-03,-2.705663978476471367e-03,2.656774949727429280e-03
4.570000000000000000e+02,-2.106316382821235653e-03,-6.979846055229972125e-04,-7.053450471023725403e-03,2.300342352214074237e-03
4.580000000000000000e+02,7.910006575287268152e-04,-1.105733689661298792e-04,-5.397904215446979945e-03,-1.590720731909169884e-03
4.590000000000000000e+02,2.184170079043912943e-03,6.011836450062391438e-03,-4.171489917653161371e-03,2.552688315406050675e-03
4.600000000000000000e+02,2.433903902855709747e-03,-9.579250785485238576e-03,9.986641783449410475e-03,2.950561911233290195e-03
4.610000000000000000e+02,-2.640690868400133711e-03,-6.105952500982912701e-03,-6.375202244274320341e-03,-3.412300544524334532e-03
4.620000000000000000e+02,-2.140254494434144523e-03,5.411937834782231966e-04,3.216198595026061383e-03,-1.885691225980000007e-03
4.630000000000000000e+02,-4.195914784980856924e-04,-3.851781267595191967e-03,-4.702601790960078514e-03,4.415310779552287720e-03
4.640000000000000000e+02,1.823298124869022780e-03,-4.412533595151057943e-04,4.778267483567331247e-04,6.678124622842538955e-04
4.650000000000000000e+02,-1.595373366368284859e-03,-4.496894076508150054e-03,-5.517818144419641031e-03,2.259572072582195518e-03
4.660000000000000000e+02,-7.377258755495838451e-04,2.690371035026245788e-03,3.232521282481927091e-03,1.042915233324877809e-03
4.670000000000000000e+02,-9.421735626874401873e-04,-8.427553796086367788e-03,8.742676792186734186e-03,-3.189910054725973547e-03
4.680000000000000000e+02,8.408768682456636834e-04,5.258937061264121367e-03,-2.872834090288107177e-03,5.292700046914932885e-03
4.690000000000000000e+02,5.443432643469387367e-04,-8.090545062924532974e-04,-6.444789438179361098e-03,6.333702505747570641e-03
4.700000000000000000e+02,-1.809774243205474744e-03,-6.254331497595674860e-04,4.846657444714864635e-03,-3.043202889090146183e-03
4.710000000000000000e+02,4.593132859145956947e-04,-3.523359694520496015e-03,3.194827763811068123e-03,1.318969734578811538e-03
4.720000000000000000e+02,-9.200736716837965663e-04,3.438530144101266482e-03,3.969099699042221915e-03,-7.360139306444644751e-03
4.730000000000000000e+02,2.460591457946126261e-04,-3.671758984700535747e-03,1.751548223417091592e-03,3.225174442642963005e-03
4.740000000000000000e+02,3.050675343909061473e-03,3.973280319419695596e-03,1.303369744668891536e-02,-1.580721122710424063e-03
4.750000000000000000e+02,-2.960228678184716796e-03,-1.241576943254406491e-02,-5.676245477389573954e-03,-2.766751558101664728e-03
4.760000000000000000e+02,1.136543286430400290e-03,5.445942144354072589e-03,1.098989408455307640e-03,4.409650127603264094e-03
4.770000000000000000e+02,-8.670636134737433245e-04,-1.626721663034708110e-02,4.636356043067927160e-03,-1.184088746284939469e-03
4.780000000000000000e+02,-7.142952836432178449e-04,-2.714164734629665506e-03,2.393852916186219905e-03,-7.304452689197535320e-03
4.790000000000000000e+02,-1.537319131769702019e-03,-1.823214180102218380e-03,-6.948564855649326522e-04,-3.447641280997226342e-03
4.800000000000000000e+02,-4.352987545641727116e-03,2.627528352530294955e-04,1.315484290348624928e-03,-7.049190551561396699e-03
4.810000000000000000e+02,-3.347031676714863711e-03,2.030193469516514658e-03,-2.299134508313775173e-03,3.423090616473627949e-03
4.820000000000000000e+02,-3.275614733226315210e-03,-6.615772173391997607e-03,-1.422840448419178394e-04,-5.402538703097121454e-03
4.830000000000000000e+02,2.437743252384692166e-03,-2.666305161731019526e-03,1.647368264112416582e-03,-4.154906970738381916e-03
4.840000000000000000e+02,-1.578237072692781828e-03,-1.308765458277548217e-03,4.412117346435584335e-03,-7.033825012727011779e-03
4.850000000000000000e+02,-1.094239771619885280e-03,-5.066479519188756692e-03,-1.491206613066828335e-03,2.137365847492169336e-03
4.860000000000000000e+02,-2.362914432613927567e-03,-4.510505198373865668e-03,5.239293644536164793e-03,-5.901705930365968439e-03
4.870000000000000000e+02,1.207767109992118710e-03,5.380268265857449453e-03,4.934535289249340935e-03,3.198354860335502424e-04
4.880000000000000000e+02,9.587319327601630465e-04,1.476914641941690738e-03,4.436752424582400892e-03,-3.303329579080270962e-03
4.890000000000000000e+02,-2.633268808660061029e-03,-4.672609639861716440e-04,-7.189500144075372870e-03,-4.131012497259980466e-03
4.900000000000000000e+02,4.354736500603062803e-04,-4.642944699962940451e-03,2.737771320141835739e-03,4.045298435268270335e-03
4.910000000000000000e+02,9.391370160871063012e-05,7.130972459473638135e-03,4.389099405180899721e-03,6.119796379445384231e-03
4.920000000000000000e+02,8.463869862530984736e-04,4.290432165527028989e-04,-9.116823034228350650e-04,-3.708870091229766325e-03
4.930000000000000000e+02,2.378836915343729690e-03,-9.411228479182217124e-04,9.073571837902973461e-04,2.416053375789212285e-03
4.940000000000000000e+02,-5.712237439174511075e-05,-8.326793344353806622e-03,-2.038904128767484759e-03,6.738127798684585270e-04
4.950000000000000000e+02,2.478463250528993144e-03,-2.417046217482130346e-03,-4.060800791110812970e-03,-4.625268198995014781e-04
4.960000000000000000e+02,-5.012474488508455095e-04,-1.086880508709286638e-03,-8.933148250209396735e-04,2.716669771832633078e-03
4.970000000000000000e+02,-2.590752494326219266e-03,-1.469997994348259777e-03,-1.189760726848422372e-03,-4.661966224066275977e-03
4.980000000000000000e+02,-1.646763541602954198e-03,8.683719194811437281e-04,-2.198614649703218085e-03,-1.307412748518891384e-03
4.990000000000000000e+02,1.184262134402424898e-03,3.608834860811803349e-03,1.940080441178446483e-04,1.555463250061167504e-03
5.000000000000000000e+02,2.889956717315713720e-03,-1.490151668430587679e-03,6.450322047145765243e-03,3.598538903430096875e-03
5.010000000000000000e+02,1.521371764999194512e-03,-5.604424281416908217e-03,1.302908568053254453e-02,2.793403153244704978e-03
5.020000000000000000e+02,-9.691813054764991881e-04,-7.153553263466212384e-03,3.034518454207412071e-03,4.052293397084852193e-03
5.030000000000000000e+02,2.033830704057108113e-03,4.279730372022894080e-03,-2.633655619202757148e-03,1.829448731037706943e-03
5.040000000000000000e+02,-2.809353383418939504e-03,-8.996631625412692713e-04,-7.876868709101033511e-03,-3.472831440989785929e-03
5.050000000000000000e+02,1.553067488997488107e-03,-2.955803465847356253e-03,-2.370085114172179597e-03,7.568123811163915936e-03
5.060000000000000000e+02,2.116025882324763709e-03,-5.385933497651752139e-03,2.509118900105371600e-03,-6.335277956328695323e-04
5.070000000000000000e+02,2.632199664460794543e-03,-6.355233316739270291e-03,1.775070160226733910e-03,1.882374582861297014e-03
5.080000000000000000e+02,-4.072804871600497036e-04,1.957992933568196252e-03,3.843074961000407866e-03,-1.479171541468227613e-05
5.090000000000000000e+02,-1.662729331675797664e-03,-5.760646780543115294e-04,-2.606203724681449042e-03,-2.272529855293282074e-03
5.100000000000000000e+02,-2.945943607327077213e-04,-8.878137736450073154e-04,-7.258115465570945390e-04,-2.385878913693001164e-03
5.110000000000000000e+02,-9.877143005922687374e-04,-1.104065619008045120e-03,-7.024715913269627410e-04,5.516847818141297835e-03
5.120000000000000000e+02,-1.202741916612155382e-04,-8.292452578589968974e-04,-1.350625461056837937e-03,6.060845872260989167e-05
5.130000000000000000e+02,3.554659514493003700e-03,-1.439094730383525932e-03,3.575072237074334441e-03,4.922836303692846791e-03
5.140000000000000000e+02,-3.219736402544806034e-03,1.126843803852075818e-03,3.135505482156145107e-04,-9.813258146815277000e-03
5.150000000000000000e+02,1.845242066526818535e-03,1.216302330731607560e-02,1.748742918885711622e-03,4.086343872104884062e-03
5.160000000000000000e+02,3.608621926324215475e-03,1.564082403728864852e-03,1.549832048904118721e-03,-3.579224131472615988e-03
5.170000000000000000e+02,-4.836961372593999572e-04,5.030526921179091782e-03,-4.771949409861381101e-03,1.673053868947053718e-03
5.180000000000000000e+02,-1.047684702357740876e-03,6.257643030597976642e-03,5.234332327342054031e-03,-1.973326802641761288e-03
5.190000000000000000e+02,1.904470378724911958e-04,7.989727261150122647e-03,1.740974173910512894e-03,1.118245598998218564e-03
5.200000000000000000e+02,-1.705446330005882865e-03,-5.715018256003323235e-04,-7.296279264431219241e-03,-1.448608147575841621e-03
5.210000000000000000e+02,-1.395066160605650668e-03,6.343204497078720923e-03,7.408737290598104049e-03,-4.883977765772644364e-03
5.220000000000000000e+02,-1.759193688766135313e-03,-4.282084079953533615e-03,9.555971874764005933e-04,-4.631886367430723857e-03
5.230000000000000000e+02,1.459779464354228487e-03,8.877313030269735894e-03,-8.416337422292455642e-04,3.912060322525925428e-03
5.240000000000000000e+02,-2.394069637338453686e-03,-1.517456645525223913e-02,-3.510309807122184711e-03,-2.827479399058955081e-03
5.250000000000000000e+02,4.530935632102621805e-04,4.965481175685493818e-03,7.371914538637780456e-04,4.311868861269382803e-04
5.260000000000000000e+02,-1.406784719557030395e-03,-5.686504065530727757e-03,5.111041687937911693e-03,-1.798813428607837824e-03
5.270000000000000000e+02,6.092861063892721822e-04,2.273813863488174155e-03,2.959006907306171302e-03,2.490792833216432401e-03
5.280000000000000000e+02,-7.209160089528609617e-04,-1.015064094803033723e-02,8.321241313890091057e-04,-1.940586980340352303e-03
5.290000000000000000e+02,-1.912700588259821748e-04,4.985437394321451041e-03,2.259061380105427744e-04,2.538466052481685303e-03
5.300000000000000000e+02,-1.111574970143226542e-03,-9.255326471621673490e-03,-6.266215122364267483e-03,1.726837620597040717e-03
5.310000000000000000e+02,-1.027926675192165386e-04,1.976297973670870615e-03,5.758291396495447169e-03,-8.470254456436039983e-04
5.320000000000000000e+02,-1.169311799744682722e-03,-2.395380030465884495e-03,-9.465338062111024880e-05,-2.853247543436370284e-03
5.330000000000000000e+02,5.913809299995185717e-03,8.553526378347917764e-03,3.685572344712368699e-03,6.530197132877009480e-03
5.340000000000000000e+02,1.345418798398854109e-03,8.046405882165458268e-03,2.500565181678128003e-03,-2.408732193700956984e-03
5.350000000000000000e+02,1.151964034565179824e-03,2.019660777198408006e-04,7.340931923098616835e-03,-1.297817483307493139e-03
5.360000000000000000e+02,1.784433277108452487e-03,6.298332761494184785e-03,-2.790801005972310192e-03,1.703834140636068537e-03
5.370000000000000000e+02,1.769637600383258203e-03,-4.391642248735023318e-03,1.994729219823901042e-03,6.104767748892639401e-03
5.380000000000000000e+02,1.441566029512386269e-04,7.593934742143059781e-03,-4.204829302565334971e-03,5.018384156124647472e-05
5.390000000000000000e+02,-2.522273841195931277e-03,8.489385958166230720e-03,-6.446595569448573641e-03,-1.439540282623389756e-03
5.400000000000000000e+02,1.791045466742868103e-03,1.133366060233853079e-03,-5.306594713562813419e-03,5.135338989518838104e-03
5.410000000000000000e+02,2.778223198262883779e-03,-1.773784240046883884e-03,4.842328169163334292e-03,6.963726891603811558e-03
5.420000000000000000e+02,-2.045771033479340875e-03,-9.193424585262608729e-04,-6.347943590012805962e-03,2.825139691106304512e-03
5.430000000000000000e+02,9.508328859555751581e-04,1.082775291198794692e-03,1.496100809070088043e-03,-2.945600058112011772e-03
5.440000000000000000e+02,1.442863327199709559e-03,1.024334994122645106e-03,-2.923278574218235969e-03,3.392266423096407420e-03
5.450000000000000000e+02,2.251510272577290570e-03,2.719943559924578765e-03,4.734934336087309563e-03,1.141053008474907787e-03
5.460000000000000000e+02,7.169997694532763335e-04,-5.181446345880671468e-03,-6.604781944282218931e-03,-1.919209361742020732e-03
5.470000000000000000e+02,5.337059957947610757e-05,9.490292404372132132e-03,1.053793208317284347e-03,-3.720204882720984374e-03
5.480000000000000000e+02,-5.887780763886316191e-04,-3.264619483196127495e-03,5.777480369529656642e-03,-3.006230303948480027e-03
5.490000000000000000e+02,-3.794490860659640533e-04,-4.860507367152865424e-03,6.734325613229454402e-04,2.479709174443717364e-03
5.500000000000000000e+02,2.668404027858614375e-03,-8.526321531257619393e-04,-2.209596326326410641e-03,1.805467087890677644e-03
5.510000000000000000e+02,4.025467714107396934e-03,1.236842345191157058e-05,-2.615548785825582215e-03,4.322431292750746230e-03
5.520000000000000000e+02,5.300305159132979961e-04,2.331237105562328302e-03,6.660353949874004906e-03,-1.569773097679427482e-03
5.530000000000000000e+02,1.017787967458623445e-03,1.765657183689378282e-03,3.796569495642665437e-04,5.067952760495958442e-03
5.540000000000000000e+02,-2.153312808236426679e-03,-6.918506176120400863e-03,9.023149100727562849e-03,-1.829820530337860664e-03
5.550000000000000000e+02,-4.236492556406656142e-05,-2.470779919962988371e-03,4.916952153713808650e-03,-5.864846201772142345e-03
5.560000000000000000e+02,1.956946262155321963e-03,6.451939580247283666e-03,7.383545699715023808e-03,-2.789837405924749849e-03
5.570000000000000000e+02,2.326151968551926422e-03,1.243143402169075151e-02,2.351125831727531382e-03,-6.788823507894413412e-04
5.580000000000000000e+02,8.194582377426449203e-04,7.537204341100443503e-03,-2.667045473265312189e-03,-1.724256376914767809e-03
5.590000000000000000e+02,-1.496578268715739258e-03,5.564939553165411563e-03,1.762751768183010159e-03,2.631200118206545452e-03
5.600000000000000000e+02,2.403984678857049907e-04,3.365137048168453417e-03,2.057310613096047583e-04,8.543122994571919829e-04
5.610000000000000000e+02,-1.028687943206297271e-03,4.367330845241108872e-03,-6.664199701250971344e-04,-2.243201841249467011e-03
5.620000000000000000e+02,6.693073381372885216e-04,1.111343863813975957e-03,4.342605944793520578e-03,2.157057639950909524e-03
5.630000000000000000e+02,2.234490633062730601e-04,-1.494745435556054779e-03,5.888854796065294203e-03,4.167676551349147043e-04
5.640000000000000000e+02,3.489712764739030630e-03,6.985946424946400807e-03,5.432727312470066357e-03,-4.708651470008378250e-04
5.650000000000000000e+02,3.138365370687941228e-04,2.735147827953526758e-03,-5.412027445483155383e-04,1.850154104174732764e-03
5.660000000000000000e+02,-1.220243982016561580e-03,5.018906356385927775e-03,-3.028259265011775704e-03,-2.694263496274968295e-03
5.670000000000000000e+02,1.286951854394786845e-03,-9.923979269685970477e-04,1.353243732663073073e-03,9.290176888675394373e-03
5.680000000000000000e+02,2.244090323755468415e-03,7.768463085166021562e-03,-7.188046192218439101e-05,5.816898090426824916e-03
5.690000000000000000e+02,-1.092845740305074028e-03,-2.578775514476252997e-03,-7.010615227389914612e-03,2.959381176305978141e-03
5.700000000000000000e+02,-3.984344946965413001e-04,-5.904282414321651053e-03,-6.167726243370802788e-03,-1.590729468995070355e-03
5.710000000000000000e+02,-2.186973983544553569e-03,-5.169945946281946474e-03,-3.578816699389105078e-03,-3.462995901590205233e-03
5.720000000000000000e+02,7.265148211922765496e-04,1.000542403308964969e-02,-7.245911490665525416e-03,-2.207311204727929483e-03
5.730000000000000000e+02,-1.119126607494775206e-03,-7.313505226944167978e-04,-4.619171448177315613e-03,-6.999275439887105588e-04
5.740000000000000000e+02,-1.898423488922499052e-04,-1.757950158281371394e-03,-5.129892303564483926e-03,-3.277120372966394000e-03
5.750000000000000000e+02,-3.966666084425671951e-03,-7.695385141273460711e-03,-1.186494131230437545e-02,-4.743324916701112740e-03
5.760000000000000000e+02,1.814109787322854862e-03,-2.002948319984891937e-03,6.880477222913442339e-03,1.472612480188459838e-03
5.770000000000000000e+02,-1.928497361695052101e-03,-5.142925683666552637e-03,-3.331399056510704615e-03,-2.478791957724583387e-03
5.780000000000000000e+02,-3.878976446176748884e-04,-9.693652182138964152e-03,-7.195647851695539943e-03,1.866391009020422010e-04
5.790000000000000000e+02,-1.632038945769036372e-03,7.329228803286842557e-03,6.889417659711513826e-03,-6.038270352530870043e-03
5.800000000000000000e+02,1.024546490269995485e-03,-9.008264281328323686e-03,3.420743365661373103e-05,1.166952819171071434e-03
5.810000000000000000e+02,-1.638558190335370323e-04,3.166741262644623325e-03,8.651288473363386716e-03,-6.323232110312866291e-03
5.820000000000000000e+02,2.071065344066665322e-03,6.300335989305066477e-04,-1.810082148069653077e-03,9.788715908652753650e-03
5.830000000000000000e+02,3.029960356941252379e-05,-3.828612974218421547e-03,-1.172560285991884610e-02,5.891094183477768934e-03
5.840000000000000000e+02,-9.541750895859821106e-04,-8.746908890796925226e-03,3.457958725190771708e-03,4.525772195286989984e-04
5.850000000000000000e+02,-4.285274473049695276e-03,-1.871960026942163721e-02,7.627103615797051900e-04,-3.447672005012459347e-03
5.860000000000000000e+02,3.428064726310810738e-03,3.097933436001159418e-03,9.495405673139709068e-03,-1.702958022753254435e-03
5.870000000000000000e+02,-4.387749707428775965e-03,-1.074158810278177251e-02,3.058117887415881184e-04,-2.609754562017892882e-03
5.880000000000000000e+02,5.065676489867884397e-04,6.690651259039982757e-03,-2.686289412992730850e-03,-9.780129025598396919e-04
5.890000000000000000e+02,8.723870603525193902e-04,-1.858793803888858769e-03,1.119306896132139101e-02,-4.275372090211762045e-03
5.900000000000000000e+02,2.734221852616429936e-03,5.470196221213190213e-03,2.648215414407345883e-03,5.301503440672991965e-03
5.910000000000000000e+02,1.053555668488902544e-03,1.217968330474469016e-03,1.214402103575122627e-02,-5.259013877012556210e-03
5.920000000000000000e+02,1.567387935976025364e-03,2.567779876771234676e-03,-5.172093218753648879e-03,-2.467693302780666828e-03
5.930000000000000000e+02,-1.093638514359163627e-03,4.870054937050325751e-04,4.526415571861983761e-03,1.943375731468848606e-03
5.940000000000000000e+02,-1.994986369369215144e-03,2.691696577278445898e-03,2.571996064815278149e-03,-5.838771162966318370e-04
5.950000000000000000e+02,2.378026888972219123e-04,2.632941699664900423e-03,3.307989921018481862e-03,3.610060542245968618e-03
